owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow 3(3).docx,"Table 12, row 29 / T12R29",T12R29,AI may read documents and prepare Contract/forms,DIRECT,CM15 Authorization/forms sent with Contract / AI assist,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 12, row 36 / T12R36",T12R36,Engineering only starts with exact contracted Scope/evidence package,DIRECT,CM07 Contract terms / payment schedule / deliverables / client inputs,Contract,ContractRevisionEditor / ContractCommitments,GET /api/admin/contracts/{id},PATCH .../{id}; POST .../commercial-terms; .../deliverables; .../client-inputs,ContractRevision-bound commitment rows,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 3(3).docx,"Table 12, row 49 / T12R49",T12R49,Third-Party service may be narrow calculation/design/report,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 12, row 60 / T12R60",T12R60,Service billing comes from exact Contract,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 3(3).docx,"Table 12, row 77 / T12R77",T12R77,Contract/service closes only after applicable Handover evidence,BOUNDARY,CM16 Contract close / Handover closure boundary,Contract + owning module,Handover closure,GET /api/admin/contracts/{id}/operations,POST canonical Handover closure,Handover closure service,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,Handover closure capability,test_handover_admin_closeout.py; test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 4(4).docx,"Table 4, row 11 / E10",E10,Track reviewer comments/findings separately from internal/AI comments,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 4(4).docx,"Table 4, row 12 / E11",E11,Track escalation to Head of Section/reviewer responsibility,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 4(4).docx,"Table 4, row 14 / E13",E13,A reviewer complaint can be wrong; AMEC must preserve evidence showing why a comment was challenged/escalated,DIRECT,CM04 Maker / checker / independent review,Contract,Review,GET /api/admin/contracts/{id},POST .../checker,ContractRevision maker_checker,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_CHECKER,test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 4(4).docx,"Table 6, row 5 / C04",C04,Consultant can handover/close its service scope while external dependency remains unresolved,DIRECT,CM12 ServiceEngagement / Service Scope setup,Contract + owning module,ServiceScopeSetup / Handover,GET .../{id}/project-context,POST /api/handover/service-engagements (owning module),Handover ServiceEngagement,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,SERVICE_SCOPE_CREATE (Handover),test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 4(4).docx,"Table 6, row 6 / C05",C05,"Owner rule: if client-side camera dependency sits roughly one month, send invoice + hand over deliverables instead of carrying AMEC liability indefinitely",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 4(4).docx,"Table 6, row 11 / C10",C10,"The “camp” row needs explicit payment/invoice follow-up, rather than relying on someone noticing a spreadsheet omission",BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 4(4).docx,"Table 7, row 6 / O05",O05,Keep external authority updates and handoffs visible to the appropriate persona,BOUNDARY,CM14 Downstream Engineering/Permit handoff context,Contract + owning module,Project context / Handover,GET .../{id}/project-context,Owning Engineering/Permit handoff action,Engineering/Permit owning workflow,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,owning Engineering/Permit capability,test_handover_final_closure_bridge.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 5(4).docx,"Table 2, row 8 / A07",A07,Begin collecting owner/client documents during commercial intake,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 3, row 4 / B03",B03,"Preserve exact evidence of acceptance: signed proposal, PO/LPO, etc.",DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,FAIL,Contract origin requires accepted Proposal revision; alternate signed Proposal/PO/LPO acceptance path is not implemented.
overall flow 5(4).docx,"Table 3, row 5 / B04",B04,Formal PO/LPO must be captured as commercial source evidence,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 5(4).docx,"Table 3, row 6 / B05",B05,Compare PO/LPO against accepted proposal,DIRECT,CM01 Proposal→Contract accepted commercial baseline,Contract,ContractRegister / Commercial,GET /api/admin/contracts/{id},POST /api/admin/contracts/from-proposal/{proposal_id}; PATCH /api/admin/contracts/{id},AcceptedProposalRevision + ContractRevision,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT / CONTRACT_READ,test_admin_contract_owner_session.py; proposals-contract tests,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
